Name,Description,Add,Region,Town,Tel,Px,Py,ParkingSpace,Type,Zone
板橋凱撒大飯店,板橋凱撒大飯店坐擁絕佳地理位置，距離板橋火車站/板橋高鐵/板橋捷運站僅需步行 3 分鐘路程，不論前往台北市區或連通其他縣市或觀光景點即可輕鬆到達。另外週邊景點包括大遠百購物中心、遠東百貨、林本源園邸、南雅夜市、府中商圈等，提供各式休閒娛樂及購物美食多元選擇。飯店共擁有400間客房、9種房型，所有客房內均設有50吋高畫質液晶電視、藍芽音響、水壺、膠囊咖啡機、茶包及瓶裝水。私人衛浴內配有電子免治馬桶、步入式淋浴間、浴缸和雙洗臉面盆。為了客人旅途的舒適，也備有毛巾、環保有機盥洗用品、拖鞋、負離子吹風機及嬰兒備品等。公共區域的部份，提供大廳酒吧、卡拉拉義大利餐廳、朋派自助餐廳、家宴中餐廳品嚐各式美饌飲品外，位於32樓更設有高空戶外游泳池、星空酒吧及健身房，享有城市景觀、體驗絕佳視野感官享受。,新北市板橋區縣民大道二段8號,新北市,板橋區,886-2-89538999,121.46266499999999,25.011772,1405.0,飯店/旅店,W
基瓦諾龍洞四季灣,位於新北市的旅館,新北市貢寮區和美街48號(1層),新北市,貢寮區,886-2-24901000,121.91731100000001,25.100013,0.0,飯店/旅店,E
少爺時尚旅館,2017年11月全新登場，頂級、安全的精品旅店iHotel 少爺時尚旅館。位於汐止交流道下5分鐘車程，環境清幽、私密空間、陽台、大面窗。全館32間時尚汽車房 + 34間精品商務房。館內配備KTV、VOD影片隨選、氣泡浴缸、大液晶電視、浴室電視、臥榻、全館WiFi上網等設備。全台最安全也最隱密汽車房，32種摩登造型風格獨特，讓旅客每次蒞臨都有與眾不同的奢華體驗。一房一車庫，個人電梯直達房間門口，房內另設有安全門、落地窗陽台，通風安全。另設有KTV派對房，最新最全的KTV歌曲讓您旅行的同時也能好好的歡唱。全館無2次施工，公安消防合格住的安心，隱私卻無隱憂。由飯店到山谷瀑布僅須十分鐘步行時間，漫步於山水之間，觀瀑聽泉、晨聞鳥鳴、夜賞星斗。提供旅遊、商務、住宿、休息的尊榮享受。,新北市汐止區勤進路83巷1之1號,新北市,汐止區,886-2-26410599,121.66038300000001,25.062104,64.0,飯店/旅店,E
成旅晶贊飯店台北蘆洲,成旅晶贊飯店用〝自然˙舒適˙活力˙便捷〞打造新型態都會風格飯店，第二個據點座落於台北徐匯廣場～新北市唯一捷運共構的美食、購物和飯店的複合式商場正上方。捷運一到站，直達飯店六樓接待大廳，融合木質、石材、藝術裝置和光線流動的現代空間設計，加上大廳落地窗外空中花園景觀，彷彿置身都市桃花源中，輕鬆恣意。成旅晶贊飯店規劃有140間晶贊客房、柏克菲茶餐廳、晶贊中餐廳、貴賓廂房、三河會議中心、洗衣房和商務中心，並結合比活力城市健身俱樂部，無論商務差旅、觀光渡假、會議宴會，和時尚美食饗宴，皆能貼心滿足到訪貴賓的多元化需求，享受〝附加多一點˙負擔少一點〞的城市旅行新體驗。,"新北市蘆洲區中山一路8號6,8-15樓",新北市,蘆洲區,886-2-22855799,121.480455,25.080429000000002,0.0,飯店/旅店,W
緣憶民宿,位於新北市的民宿,新北市瑞芳區烏勢巷52號,新北市,瑞芳區,886-2-24062081,121.84593899999999,25.108647,0.0,民宿,E
這一站幸福民宿,＊熱鬧的區段‧便利的生活機能～優質的舒適睡眠環境～位於新北淡水區的「台北淡水民宿‧這一站幸福民宿」為合法民宿，位置座落於鄧公國小附近，步行至淡水老街約10分鐘，步行淡水捷運站也只需8分鐘腳程，擁有便利完善的交通優勢，更保有單純與寧靜的住宿空間，每一位來訪的旅客們都能安心入住，享受安靜無憂的自我空間，度過輕鬆愉悅的愜意假期。 「台北淡水民宿‧這一站幸福民宿」提供多間潔淨、寬敞、明亮的雙人套房房型，公共客廳空間運用大量木頭元素，展現北歐風格的純淨清幽；格局寬敞、採光明亮的套房房型空間，運用高雅簡潔的裝潢設計和完善的家具設備，展現現代感十足的日式風華，並以淡雅的繽紛色彩呈現蓬勃旺盛的生命力，帶給旅客們最為單純典雅的生活品味。 倘若您對旅途或行程有任何疑問，歡迎直接電洽【02】2626-1133 台北淡水民宿‧這一站幸福民宿。訂房時間:9:00am~21:00pm,新北市淡水區水源街一段151號,新北市,淡水區,886-2-26261133,121.44771100000001,25.171791,0.0,民宿,N
葳葦民宿,位在陽明山下的私宅農舍享受田園風光，寧靜舒適的環境備有燃木壁爐，溫暖舒適廚房設備齊全，備有鑄鐵鍋,新北市金山區六股林口72之3號,新北市,金山區,886-2-24080846,121.59966499999999,25.21817,,民宿,N
十分幸福民宿,位於新北市的民宿,新北市平溪區十分街273之6號,新北市,平溪區,886-2-24958046,121.780351,25.04828,0.0,民宿,E
板橋王旅館,位於新北市的旅館,新北市板橋區南門街61號13樓,新北市,板橋區,886-2-29662670,121.457245,25.008131,0.0,飯店/旅店,W
九份樓上有閒民宿,位於新北市的民宿,新北市瑞芳區基山街197號,新北市,瑞芳區,886-929-990407,121.84238400000001,25.107492,,民宿,E
九份黃金屋,,新北市瑞芳區輕便路292號,新北市,瑞芳區,886-2-2497-2753,121.843754,25.109269,,民宿,E
九份高媽媽民宿,位於新北市的民宿,新北市瑞芳區汽車路7之5號,新北市,瑞芳區,886-2-24971680,121.84566799999999,25.109884,0.0,民宿,E
烏來輕井澤溫泉旅館,位於新北市的旅館,新北市烏來區烏來街6號,新北市,烏來區,886-2-26616425,121.55165900000001,24.864752,,飯店/旅店,S
清翼居旅店海洋館,位於新北市的旅館,新北市板橋區成都街65號,新北市,板橋區,886-2-29596996,121.461804,25.005156,,飯店/旅店,W
映象休旅會館,位於新北市的旅館,新北市萬里區玉田路33號,新北市,萬里區,886-2-24928833,121.680865,25.194470000000003,0.0,飯店/旅店,N
三重旅社,位於新北市的旅館,新北市三重區正義北路291號2至4樓,新北市,三重區,886-2-29832588,121.49513,25.070647,0.0,旅社,W
內心農場民宿,,新北市新店區雙坑里12鄰雙峰路168號,新北市,新店區,886-2-22174422,121.59711200000001,24.939575,,民宿,S
萬里雲頂民宿,位於新北市的民宿,新北市萬里區太和7之10號,新北市,萬里區,886-2-24929360,121.66763999999999,25.165371,,民宿,N
白金花園酒店,毗鄰千坪綠地，坐擁便利購物商圈，簡約大方的現代元素，由榮獲2010台灣室內設計金獎、2011中國上海金外灘獎，負責整體規劃設計，位於新店區陽光公園、五重溪風景區旁的白金花園酒店，為新店區最具代表性的五星級酒店，將於2015年盛大開幕。　　白金花園酒店為了滿足國內外商旅及觀光賓客於大台北區住宿，提供五星級客房與挑高六米300個開放式座位的寬敞空間，餐飲、宴會的最佳服務，創造賓客物超所值的住宿體驗與高品質用餐饗宴,新北市新店區安興路77號,新北市,新店區,886-2-86665888,121.515578,24.975192,148.0,飯店/旅店,S
三和旅舍,位於新北市的旅館,新北市三重區三和路2段49號,新北市,三重區,886-2-29735264,121.500698,25.067675,0.0,旅社,W
5熊的家民宿,位於新北市的民宿,新北市三芝區茂長里芝柏一街3之1號,新北市,三芝區,886-910-798964,121.511866,25.255983999999998,,民宿,N
市下巷民宿,位於新北市的民宿,新北市瑞芳區市下巷2號,新北市,瑞芳區,886-90-5137751,121.84434399999999,25.108912,,民宿,E
金城旅社,位於新北市的旅館,新北市瑞芳區岳王路17號,新北市,瑞芳區,886-2-24972035,121.807176,25.110848999999998,,旅社,E
福容大飯店 福隆貝悅,用身體去感受原始林貌森林花語、蟲鳴鳥叫、叢林小徑、律動瑜珈、動靜皆宜地處東北角秘境才有的新禪風體驗南洋新禪風體驗沉澱、療癒、發呆、冥想、隱密春夏以海洋為無可取代的重要節奏秋冬則以溫泉為旅成溫暖身新的必備元素住進絕世美景的黃金沙灘及專屬溫泉的禪風私域VILLA、芳療SPA、瑜珈、溫泉、鮮食料理飯店為尊貴的您打理貼心的呵護服務,新北市貢寮區福隆里福隆街40號,新北市,貢寮區,886-2-24992381,121.943978,25.018407999999997,0.0,飯店/旅店,E
福容大飯店 台北二館,於2010年壯闊落成，訴求時尚、奢華，是信義計畫區周邊最亮眼的五星觀光大飯店，細膩豪華打造317間客房，可滿足商務及渡假旅客的各項需求，雍容華貴的芙蓉、水晶等宴會廳，輔以科技化設備，誠為會議假期之首選。,新北市深坑區萬福里北深路3段236號,新北市,深坑區,886-2-26620088,121.600619,25.004084,0.0,飯店/旅店,E
歐悅精品汽車旅館-林口館,林口館於2010年落成，別名「歐悅音樂館」，全館38種風格套房， 以各類不同音樂風格為題，以打造「一日豪宅生活體驗」作為發想起點，挑戰集團創辦10年來的最大課題，全館以親水模設計搭配面積廣闊之水景綠意，搭配設計團隊巧妙的空間規劃與環保建材的使用，完全破除了制式格局與封閉空間的囹圄，在這裡，您可以無拘束的盡情享用專屬的泳池、遊樂設施、頂級SPA以及KTV歡唱設備，體驗50坪到300坪的奢華富麗。,新北市林口區文化三路二段115巷163號,新北市,林口區,886-2-26086611,121.374467,25.081484,0.0,汽車旅館,W
薇風馥麗飯店,緊臨台北市都會區，地處三重新東區的繁華商圈，鄰近捷運站及三重交流道，完美的交通動線，提供商務的絕佳環境。館內巧思設計的空間，散發迷人的日式風情，讓您沉浸其中，可以完全的放鬆自我，細細品味著鬧中取靜的舒適，為您沉澱忙碌的思緒與煩燥。,新北市三重區三和路4段282號3至12樓,新北市,三重區,886-2-22862288,121.484843,25.077396,0.0,飯店/旅店,W
九山八海民宿,"九山八海民宿位於九份，距離九份老街步行3分鐘，黃金博物館約10分鐘車程，台北市約60分鐘車程，有公車直達台北、基隆、新北，方便到達故宮,101等地,是旅遊北台灣的適宜住所。本屋是原汁原味的九份百年黑紙厝，擁有黑油毛氈頂和石頭牆，木頂石牆三角建構安全穩固。設有24小時自由出入號碼鎖和免費 WiFi，接待區提供冰箱微波爐與溫熱飲用水，客房均設冷暖空調，私人衛浴，免費盥洗用品和吹風機。可從客房欣賞台灣最美山線或特色石牆。座落於老街不遠，空靈清淨的街頂巷，不高不低的向海面山層，高品質住宿環境，在這裡，每棟黑紙厝都純真，每塊石頭都憨厚，每種聲音，都是善良的心意，歡迎您來，細細品味，感受，貫通古今的幸福。小古宅，臻工藝，如果您熱愛傳統文化，本宅將是您，最對味的住所，成就您，最有感的思緒。昔日金庫寶地，今日旅遊勝地。在古典與綠意之間，在工作與生活之際，有一種幸福，叫做：老宅新住，且向怕吵雜的您，致靜！",新北市瑞芳區街頂巷61之2號,新北市,瑞芳區,886-958-413972,121.84439499999999,25.108032,,民宿,E
樂頤飯店,La Clé法文鑰匙的意思；開啟家門，開啟旅程 樂頤飯店【 樂 】用喜樂的心境，體現旅行的意義【 頤 】身心靈的沉澱休憩，找回真實的自己 家是旅行的起點  也是終點 透過旅行探索自我，享受著呼吸不同城市的空氣與文化洗禮。然而最終會發現跨出去的每一步，都因為有家能歸回才有了意義，那不是短暫的休息，而是存在的起始點，這是生命獨特賦予了旅行的美麗。 La Clé 讓你旅行的每一天，都能感受家的溫暖。,新北市蘆洲區集賢路402號3樓,新北市,蘆洲區,886-2-82811234,121.480139,25.082045,25.0,飯店/旅店,W
三重江月行館,"耗資三億五千萬的三重江月行館，鄰近新莊、三重、板橋、台北市，位處交通要道，距離中山高五股新莊、三重或二高中和、板橋交流道亦僅需10-15分鐘車程，距先嗇宮捷運站亦僅需五分鐘路程，為大台北地區新成立最新穎的時尚旅店。三重江月行館提供視聽影音、朋友聚會、Spa水療、並提供高質感的硬體設備與相關備品，無論是商務住宿或者短暫休憩，我們意旨提供給每一位客人""享受歡樂 享受愛""，在您如魚得水的生活中，找到一片""悠游自在 荒漫自得""的遊樂園放肆享樂。人生是一場華麗旅行，您會愛上三重江月行館，與愛上更好的自己。Fun and stay with your love，愛您所愛 悠游自在，三重江月行館，我們期盼與您見面。",新北市三重區重新路5段598號,新北市,三重區,886-2-85110998,121.469293,25.045170000000002,,飯店/旅店,W
金山金色陽光民宿,位於新北市的民宿,新北市金山區下六股12之5號,新北市,金山區,886-2-24989879,121.62608600000002,25.226092,,民宿,N
薆悅酒店野柳渡假館一館,薆悅酒店野柳渡假館座落於台灣北海岸觀光風景區，緊鄰地質公園與海洋世界，並禮聘紐約知名團隊Rockwell Group操刀設計，裝潢均採取原木色系營造舒適渡假氛圍，並處處可見現代經典巧思，是為北海岸渡假酒店之首選代表。入住薆悅酒店野柳渡假館，不需離開房間便能觀賞基隆嶼海天一色的絕美景觀，沿著野柳岬灣，欣賞大自然鬼斧神工般創造的奇岩地景；傍晚時分欣賞燈火通明的漁船搖曳在海平面上，等待漁獲滿載的豐收光景。薆悅酒店野柳渡假館以北海岸頂級飯店之最，為您呈現野柳在地漁人風情，並以樂活渡假之姿，打造多元活動及住宿體驗，邀您一同感受野柳薆悅的渡假態度。,新北市萬里區野柳里港東路162-2號,新北市,萬里區,886-2-77035777,121.69033700000001,25.204076999999998,,飯店/旅店,N
